Ionic radius ,Temperature,Frequency,Re(Z),Img(Z)
1.82e-10,70,126000.0,29600.0,23200.0
1.82e-10,70,117000.0,30600.0,23600.0
1.82e-10,70,108000.0,31600.0,23900.0
1.82e-10,70,100000.0,32700.0,24200.0
1.82e-10,70,92600.0,33700.0,24500.0
1.82e-10,70,85800.0,34800.0,24800.0
1.82e-10,70,79400.0,36100.0,25300.0
1.82e-10,70,73600.0,37400.0,25900.0
1.82e-10,70,68100.0,38300.0,26100.0
1.82e-10,70,63100.0,39500.0,26500.0
1.82e-10,70,58400.0,40500.0,27000.0
1.82e-10,70,54100.0,41400.0,27700.0
1.82e-10,70,50100.0,42500.0,28100.0
1.82e-10,70,46400.0,43800.0,28700.0
1.82e-10,70,43000.0,45200.0,29400.0
1.82e-10,70,39800.0,46600.0,30100.0
1.82e-10,70,36900.0,48100.0,30600.0
1.82e-10,70,34100.0,49300.0,31100.0
1.82e-10,70,31600.0,51000.0,31700.0
1.82e-10,70,29300.0,52600.0,32200.0
1.82e-10,70,27100.0,54200.0,33000.0
1.82e-10,70,25100.0,56000.0,33500.0
1.82e-10,70,23300.0,57600.0,34000.0
1.82e-10,70,21500.0,59600.0,34800.0
1.82e-10,70,19900.0,61400.0,35500.0
1.82e-10,70,18500.0,63500.0,36000.0
1.82e-10,70,17100.0,65700.0,36400.0
1.82e-10,70,15800.0,67700.0,37100.0
1.82e-10,70,14700.0,70100.0,37200.0
1.82e-10,70,13600.0,72100.0,37700.0
1.82e-10,70,12600.0,74500.0,37800.0
1.82e-10,70,11700.0,77000.0,37700.0
1.82e-10,70,10800.0,79500.0,37800.0
1.82e-10,70,10000.0,82100.0,37500.0
1.82e-10,70,9260.0,84200.0,37200.0
1.82e-10,70,8570.0,86900.0,37100.0
1.82e-10,70,7940.0,89600.0,36100.0
1.82e-10,70,7350.0,91800.0,35800.0
1.82e-10,70,6810.0,94200.0,35100.0
1.82e-10,70,6310.0,96300.0,34200.0
1.82e-10,70,5840.0,98300.0,33400.0
1.82e-10,70,5410.0,100000.0,32100.0
1.82e-10,70,5010.0,102000.0,31200.0
1.82e-10,70,4640.0,104000.0,30400.0
1.82e-10,70,4300.0,106000.0,29200.0
1.82e-10,70,3980.0,107000.0,28100.0
1.82e-10,70,3690.0,109000.0,26900.0
1.82e-10,70,3420.0,110000.0,25800.0
1.82e-10,70,3160.0,112000.0,24700.0
1.82e-10,70,2930.0,113000.0,23300.0
1.82e-10,70,2710.0,114000.0,22300.0
1.82e-10,70,2510.0,115000.0,21200.0
1.82e-10,70,2330.0,116000.0,20100.0
1.82e-10,70,2150.0,117000.0,18900.0
1.82e-10,70,2000.0,118000.0,17700.0
1.82e-10,70,1850.0,119000.0,17100.0
1.82e-10,70,1710.0,120000.0,16100.0
1.82e-10,70,1580.0,120000.0,15200.0
1.82e-10,70,1470.0,121000.0,14200.0
1.82e-10,70,1360.0,121000.0,13700.0
1.82e-10,70,1260.0,122000.0,12600.0
1.82e-10,70,1170.0,122000.0,11900.0
1.82e-10,70,1080.0,123000.0,11200.0
1.82e-10,70,1000.0,123000.0,10600.0
1.82e-10,70,926.0,123000.0,9920.0
1.82e-10,70,858.0,124000.0,9450.0
1.82e-10,70,794.0,124000.0,8710.0
1.82e-10,70,736.0,124000.0,8160.0
1.82e-10,70,681.0,124000.0,7620.0
1.82e-10,70,631.0,125000.0,7320.0
1.82e-10,70,584.0,125000.0,7050.0
1.82e-10,70,541.0,125000.0,6620.0
1.82e-10,70,501.0,125000.0,6200.0
1.82e-10,70,464.0,125000.0,6280.0
1.82e-10,70,430.0,125000.0,6150.0
1.82e-10,70,398.0,125000.0,5890.0
1.82e-10,70,369.0,125000.0,5830.0
1.82e-10,70,341.0,125000.0,5760.0
1.82e-10,70,316.0,126000.0,5690.0
1.82e-10,70,293.0,126000.0,5910.0
1.82e-10,70,271.0,126000.0,5940.0
1.82e-10,70,251.0,126000.0,6300.0
1.82e-10,70,233.0,126000.0,6170.0
1.82e-10,70,215.0,126000.0,6920.0
1.82e-10,70,200.0,127000.0,6890.0
1.82e-10,70,185.0,127000.0,7460.0
1.82e-10,70,171.0,127000.0,7800.0
1.82e-10,70,159.0,127000.0,8430.0
1.82e-10,70,147.0,128000.0,8530.0
1.82e-10,70,136.0,128000.0,9170.0
1.82e-10,70,126.0,128000.0,9370.0
1.82e-10,70,117.0,129000.0,10100.0
1.82e-10,70,108.0,129000.0,10800.0
1.82e-10,70,100.0,130000.0,11400.0
1.82e-10,70,92.6,130000.0,11900.0
1.82e-10,70,85.8,131000.0,12800.0
1.82e-10,70,79.4,131000.0,12900.0
1.82e-10,70,73.6,132000.0,13700.0
1.82e-10,70,68.1,133000.0,14800.0
1.82e-10,70,63.1,134000.0,15200.0
1.82e-10,70,58.4,134000.0,15900.0
1.82e-10,70,54.1,135000.0,16800.0
1.82e-10,70,50.1,135000.0,17200.0
1.82e-10,70,46.4,136000.0,18500.0
1.82e-10,70,43.0,137000.0,18700.0
1.82e-10,70,39.8,138000.0,19900.0
1.82e-10,70,36.9,140000.0,21000.0
1.82e-10,70,34.1,140000.0,21700.0
1.82e-10,70,31.6,141000.0,22600.0
1.82e-10,70,29.3,142000.0,23700.0
1.82e-10,70,27.1,143000.0,24800.0
1.82e-10,70,25.1,145000.0,25900.0
1.82e-10,70,23.3,146000.0,26800.0
1.82e-10,70,21.6,147000.0,28500.0
1.82e-10,70,20.0,148000.0,29400.0
1.82e-10,70,18.5,150000.0,30600.0
1.82e-10,70,17.1,152000.0,31500.0
1.82e-10,70,15.8,154000.0,32700.0
1.82e-10,70,14.7,155000.0,33900.0
1.82e-10,70,13.6,157000.0,35100.0
1.82e-10,70,12.6,159000.0,36400.0
1.82e-10,70,11.7,161000.0,37300.0
1.82e-10,70,10.8,163000.0,38500.0
1.82e-10,70,10.0,166000.0,39700.0
1.82e-10,70,9.26,167000.0,40500.0
1.82e-10,70,8.58,170000.0,41900.0
1.82e-10,70,7.94,173000.0,42500.0
1.82e-10,70,7.36,175000.0,43800.0
1.82e-10,70,6.81,177000.0,44400.0
1.82e-10,70,6.31,180000.0,45900.0
1.82e-10,70,5.84,182000.0,45600.0
1.82e-10,70,5.41,185000.0,47200.0
1.82e-10,70,5.01,187000.0,48300.0
1.82e-10,70,4.64,190000.0,49000.0
1.82e-10,70,4.3,192000.0,48900.0
1.82e-10,70,3.98,196000.0,50200.0
1.82e-10,70,3.69,197000.0,51200.0
1.82e-10,70,3.41,200000.0,51300.0
1.82e-10,70,3.16,203000.0,51900.0
1.82e-10,70,2.93,207000.0,52800.0
1.82e-10,70,2.71,209000.0,54000.0
1.82e-10,70,2.51,211000.0,54000.0
1.82e-10,70,2.33,214000.0,53900.0
1.82e-10,70,2.15,218000.0,54400.0
1.82e-10,70,2.0,221000.0,55800.0
1.82e-10,70,1.85,224000.0,57000.0
1.82e-10,70,1.71,226000.0,57400.0
1.82e-10,70,1.58,229000.0,57900.0
1.82e-10,70,1.47,232000.0,57700.0
1.82e-10,70,1.36,235000.0,57900.0
1.82e-10,70,1.26,240000.0,59000.0
1.82e-10,70,1.17,243000.0,60600.0
1.82e-10,70,1.08,245000.0,61900.0
1.82e-10,70,1.0,247000.0,62500.0
2.06e-10,-10,1000000.0,8600.0,2530.0
2.06e-10,-10,912000.0,8760.0,2160.0
2.06e-10,-10,832000.0,8670.0,2470.0
2.06e-10,-10,759000.0,8840.0,2660.0
2.06e-10,-10,692000.0,8830.0,3060.0
2.06e-10,-10,631000.0,8920.0,3320.0
2.06e-10,-10,575000.0,8880.0,3140.0
2.06e-10,-10,525000.0,9330.0,3250.0
2.06e-10,-10,479000.0,9540.0,3680.0
2.06e-10,-10,437000.0,9390.0,3970.0
2.06e-10,-10,398000.0,9720.0,4110.0
2.06e-10,-10,363000.0,9800.0,4310.0
2.06e-10,-10,331000.0,10100.0,4600.0
2.06e-10,-10,302000.0,10200.0,4820.0
2.06e-10,-10,275000.0,10100.0,5450.0
2.06e-10,-10,251000.0,10500.0,5470.0
2.06e-10,-10,229000.0,10700.0,5810.0
2.06e-10,-10,209000.0,11000.0,6070.0
2.06e-10,-10,191000.0,11400.0,6770.0
2.06e-10,-10,174000.0,11300.0,6720.0
2.06e-10,-10,158000.0,11500.0,7310.0
2.06e-10,-10,145000.0,11500.0,7840.0
2.06e-10,-10,132000.0,12000.0,8230.0
2.06e-10,-10,120000.0,12100.0,8900.0
2.06e-10,-10,110000.0,12400.0,9570.0
2.06e-10,-10,100000.0,12300.0,10300.0
2.06e-10,-10,91200.0,12800.0,11000.0
2.06e-10,-10,83200.0,13200.0,11700.0
2.06e-10,-10,75900.0,13500.0,12600.0
2.06e-10,-10,69200.0,13700.0,13600.0
2.06e-10,-10,63100.0,14300.0,14600.0
2.06e-10,-10,57500.0,14700.0,15700.0
2.06e-10,-10,52500.0,15100.0,17000.0
2.06e-10,-10,47900.0,15800.0,18400.0
2.06e-10,-10,43700.0,16600.0,19800.0
2.06e-10,-10,39800.0,17200.0,21400.0
2.06e-10,-10,36300.0,18000.0,23200.0
2.06e-10,-10,33100.0,19100.0,25200.0
2.06e-10,-10,30200.0,20400.0,26700.0
2.06e-10,-10,27500.0,21700.0,29300.0
2.06e-10,-10,25100.0,23300.0,31000.0
2.06e-10,-10,22900.0,25100.0,33000.0
2.06e-10,-10,20900.0,27000.0,35600.0
2.06e-10,-10,19100.0,31300.0,39600.0
2.06e-10,-10,17400.0,34100.0,41700.0
2.06e-10,-10,15800.0,37500.0,43800.0
2.06e-10,-10,14500.0,40900.0,45800.0
2.06e-10,-10,13200.0,45000.0,47600.0
2.06e-10,-10,12000.0,48600.0,48500.0
2.06e-10,-10,11000.0,53400.0,49600.0
2.06e-10,-10,10000.0,58000.0,50200.0
2.06e-10,-10,9120.0,63000.0,50700.0
2.06e-10,-10,8320.0,67400.0,50900.0
2.06e-10,-10,7590.0,72000.0,50600.0
2.06e-10,-10,6920.0,76400.0,49900.0
2.06e-10,-10,6310.0,81000.0,48000.0
2.06e-10,-10,5750.0,85000.0,46600.0
2.06e-10,-10,5250.0,89100.0,45500.0
2.06e-10,-10,4790.0,91900.0,43000.0
2.06e-10,-10,4370.0,95300.0,41000.0
2.06e-10,-10,3980.0,98300.0,38500.0
2.06e-10,-10,3630.0,101000.0,36200.0
2.06e-10,-10,3310.0,102000.0,32900.0
2.06e-10,-10,3020.0,105000.0,30700.0
2.06e-10,-10,2750.0,107000.0,28500.0
2.06e-10,-10,2510.0,108000.0,26600.0
2.06e-10,-10,2290.0,109000.0,23900.0
2.06e-10,-10,2090.0,110000.0,21900.0
2.06e-10,-10,1910.0,111000.0,20000.0
2.06e-10,-10,1740.0,112000.0,18700.0
2.06e-10,-10,1580.0,112000.0,16900.0
2.06e-10,-10,1450.0,113000.0,15400.0
2.06e-10,-10,1320.0,113000.0,14100.0
2.06e-10,-10,1200.0,113000.0,12800.0
2.06e-10,-10,1100.0,113000.0,11500.0
2.06e-10,-10,1000.0,114000.0,10700.0
2.06e-10,-10,912.0,114000.0,9940.0
2.06e-10,-10,832.0,114000.0,8840.0
2.06e-10,-10,759.0,114000.0,6660.0
2.06e-10,-10,692.0,113000.0,6770.0
2.06e-10,-10,631.0,114000.0,7110.0
2.06e-10,-10,575.0,114000.0,6540.0
2.06e-10,-10,525.0,114000.0,6030.0
2.06e-10,-10,479.0,113000.0,5920.0
2.06e-10,-10,437.0,114000.0,5680.0
2.06e-10,-10,398.0,113000.0,5820.0
2.06e-10,-10,363.0,114000.0,5330.0
2.06e-10,-10,331.0,113000.0,5610.0
2.06e-10,-10,302.0,114000.0,6020.0
2.06e-10,-10,275.0,113000.0,5820.0
2.06e-10,-10,251.0,113000.0,5290.0
2.06e-10,-10,229.0,113000.0,6150.0
2.06e-10,-10,209.0,114000.0,6360.0
2.06e-10,-10,191.0,114000.0,6610.0
2.06e-10,-10,174.0,114000.0,6830.0
2.06e-10,-10,158.0,115000.0,7110.0
2.06e-10,-10,145.0,114000.0,7480.0
2.06e-10,-10,132.0,114000.0,8840.0
2.06e-10,-10,120.0,115000.0,8950.0
2.06e-10,-10,110.0,115000.0,9130.0
2.06e-10,-10,100.0,115000.0,11000.0
2.06e-10,-10,91.2,117000.0,10500.0
2.06e-10,-10,83.2,117000.0,10600.0
2.06e-10,-10,75.9,118000.0,12600.0
2.06e-10,-10,69.2,118000.0,12700.0
2.06e-10,-10,63.1,118000.0,13700.0
2.06e-10,-10,57.5,119000.0,14000.0
2.06e-10,-10,52.5,120000.0,19100.0
2.06e-10,-10,47.9,120000.0,13300.0
2.06e-10,-10,43.7,121000.0,17300.0
2.06e-10,-10,39.8,123000.0,17800.0
2.06e-10,-10,36.3,124000.0,19400.0
2.06e-10,-10,33.1,126000.0,19600.0
2.06e-10,-10,30.2,127000.0,20100.0
2.06e-10,-10,27.5,128000.0,21000.0
2.06e-10,-10,25.1,130000.0,21200.0
2.06e-10,-10,22.9,131000.0,22900.0
2.06e-10,-10,20.9,133000.0,23400.0
2.06e-10,-10,19.1,135000.0,23500.0
2.06e-10,-10,17.4,136000.0,24500.0
2.06e-10,-10,15.8,138000.0,23200.0
2.06e-10,-10,14.5,139000.0,26100.0
2.06e-10,-10,13.2,142000.0,26400.0
2.06e-10,-10,12.0,144000.0,26200.0
2.06e-10,-10,11.0,145000.0,27300.0
2.06e-10,-10,10.0,146000.0,28000.0
2.06e-10,-10,9.12,149000.0,27700.0
2.06e-10,-10,8.32,150000.0,28800.0
2.06e-10,-10,7.59,152000.0,28300.0
2.06e-10,-10,6.92,155000.0,28300.0
2.06e-10,-10,6.31,157000.0,29000.0
2.06e-10,-10,5.75,159000.0,29000.0
2.06e-10,-10,5.25,161000.0,29200.0
2.06e-10,-10,4.79,162000.0,29200.0
2.06e-10,-10,4.37,164000.0,29700.0
2.06e-10,-10,3.98,166000.0,29800.0
2.06e-10,-10,3.63,168000.0,30700.0
2.06e-10,-10,3.31,170000.0,29600.0
2.06e-10,-10,3.02,171000.0,30300.0
2.06e-10,-10,2.75,173000.0,29700.0
2.06e-10,-10,2.51,175000.0,30200.0
2.06e-10,-10,2.29,177000.0,30600.0
2.06e-10,-10,2.09,179000.0,30900.0
2.06e-10,-10,1.91,181000.0,30600.0
2.06e-10,-10,1.74,182000.0,29900.0
2.06e-10,-10,1.58,185000.0,30500.0
2.06e-10,-10,1.45,186000.0,31300.0
2.06e-10,-10,1.32,189000.0,31400.0
2.06e-10,-10,1.2,190000.0,30500.0
2.06e-10,-10,1.1,193000.0,31100.0
2.06e-10,-10,1.0,194000.0,31100.0
2.06e-10,0,1000000.0,7080.0,2050.0
2.06e-10,0,912000.0,7170.0,2050.0
2.06e-10,0,832000.0,7010.0,2040.0
2.06e-10,0,759000.0,7200.0,2450.0
2.06e-10,0,692000.0,7470.0,2510.0
2.06e-10,0,631000.0,7370.0,2720.0
2.06e-10,0,575000.0,7490.0,2810.0
2.06e-10,0,525000.0,7650.0,3100.0
2.06e-10,0,479000.0,7740.0,3180.0
2.06e-10,0,437000.0,7930.0,3290.0
2.06e-10,0,398000.0,8050.0,3480.0
2.06e-10,0,363000.0,8110.0,3710.0
2.06e-10,0,331000.0,8340.0,3950.0
2.06e-10,0,302000.0,8410.0,4280.0
2.06e-10,0,275000.0,8540.0,4550.0
2.06e-10,0,251000.0,8650.0,4820.0
2.06e-10,0,229000.0,8760.0,5110.0
2.06e-10,0,209000.0,8940.0,5440.0
2.06e-10,0,191000.0,9070.0,5880.0
2.06e-10,0,174000.0,9200.0,6130.0
2.06e-10,0,158000.0,9510.0,6600.0
2.06e-10,0,145000.0,9590.0,7070.0
2.06e-10,0,132000.0,9710.0,7610.0
2.06e-10,0,120000.0,10000.0,8040.0
2.06e-10,0,110000.0,10300.0,8620.0
2.06e-10,0,100000.0,10400.0,9310.0
2.06e-10,0,91200.0,10700.0,10100.0
2.06e-10,0,83200.0,10900.0,10700.0
2.06e-10,0,75900.0,11200.0,11600.0
2.06e-10,0,69200.0,11500.0,12600.0
2.06e-10,0,63100.0,11900.0,13600.0
2.06e-10,0,57500.0,12200.0,14600.0
2.06e-10,0,52500.0,12600.0,15900.0
2.06e-10,0,47900.0,13300.0,17000.0
2.06e-10,0,43700.0,14000.0,18600.0
2.06e-10,0,39800.0,14600.0,20000.0
2.06e-10,0,36300.0,15400.0,21400.0
2.06e-10,0,33100.0,16400.0,23200.0
2.06e-10,0,30200.0,17500.0,25300.0
2.06e-10,0,27500.0,18900.0,27000.0
2.06e-10,0,25100.0,20200.0,28800.0
2.06e-10,0,22900.0,21800.0,31000.0
2.06e-10,0,20900.0,24300.0,33300.0
2.06e-10,0,19100.0,26200.0,35200.0
2.06e-10,0,17400.0,30600.0,38900.0
2.06e-10,0,15800.0,33800.0,41100.0
2.06e-10,0,14500.0,37000.0,43000.0
2.06e-10,0,13200.0,40600.0,44700.0
2.06e-10,0,12000.0,44100.0,45700.0
2.06e-10,0,11000.0,48200.0,46900.0
2.06e-10,0,10000.0,53300.0,47600.0
2.06e-10,0,9120.0,57000.0,48400.0
2.06e-10,0,8320.0,61700.0,47900.0
2.06e-10,0,7590.0,65900.0,47700.0
2.06e-10,0,6920.0,69600.0,46500.0
2.06e-10,0,6310.0,74100.0,46800.0
2.06e-10,0,5750.0,78300.0,45000.0
2.06e-10,0,5250.0,82300.0,42500.0
2.06e-10,0,4790.0,85400.0,39500.0
2.06e-10,0,4370.0,88100.0,37500.0
2.06e-10,0,3980.0,91200.0,36800.0
2.06e-10,0,3630.0,93500.0,33100.0
2.06e-10,0,3310.0,95800.0,30800.0
2.06e-10,0,3020.0,97200.0,28100.0
2.06e-10,0,2750.0,98400.0,26100.0
2.06e-10,0,2510.0,99000.0,24000.0
2.06e-10,0,2290.0,100000.0,22100.0
2.06e-10,0,2090.0,101000.0,20000.0
2.06e-10,0,1910.0,102000.0,18500.0
2.06e-10,0,1740.0,102000.0,17000.0
2.06e-10,0,1580.0,103000.0,14400.0
2.06e-10,0,1450.0,103000.0,13400.0
2.06e-10,0,1320.0,104000.0,12200.0
2.06e-10,0,1200.0,103000.0,11600.0
2.06e-10,0,1100.0,104000.0,9540.0
2.06e-10,0,1000.0,104000.0,9390.0
2.06e-10,0,912.0,104000.0,7010.0
2.06e-10,0,832.0,103000.0,7210.0
2.06e-10,0,759.0,104000.0,7350.0
2.06e-10,0,692.0,103000.0,6900.0
2.06e-10,0,631.0,103000.0,5960.0
2.06e-10,0,575.0,104000.0,5650.0
2.06e-10,0,525.0,104000.0,4120.0
2.06e-10,0,479.0,102000.0,3550.0
2.06e-10,0,437.0,103000.0,3870.0
2.06e-10,0,398.0,104000.0,3920.0
2.06e-10,0,363.0,102000.0,3710.0
2.06e-10,0,331.0,103000.0,3090.0
2.06e-10,0,302.0,104000.0,3150.0
2.06e-10,0,275.0,103000.0,3500.0
2.06e-10,0,251.0,103000.0,3300.0
2.06e-10,0,229.0,103000.0,3700.0
2.06e-10,0,209.0,103000.0,3040.0
2.06e-10,0,191.0,103000.0,3470.0
2.06e-10,0,174.0,103000.0,4430.0
2.06e-10,0,158.0,103000.0,3210.0
2.06e-10,0,145.0,103000.0,5100.0
2.06e-10,0,132.0,103000.0,4610.0
2.06e-10,0,120.0,103000.0,5210.0
2.06e-10,0,110.0,106000.0,2440.0
2.06e-10,0,100.0,105000.0,5980.0
2.06e-10,0,91.2,95600.0,-9300.0
2.06e-10,0,83.2,98400.0,27800.0
2.06e-10,0,75.9,105000.0,-13400.0
2.06e-10,0,69.2,105000.0,5980.0
2.06e-10,0,63.1,105000.0,8010.0
2.06e-10,0,57.5,104000.0,9020.0
2.06e-10,0,52.5,86200.0,36200.0
2.06e-10,0,47.9,96700.0,1530.0
2.06e-10,0,43.7,103000.0,-26800.0
2.06e-10,0,39.8,108000.0,12300.0
2.06e-10,0,36.3,110000.0,13200.0
2.06e-10,0,33.1,101000.0,48900.0
2.06e-10,0,30.2,102000.0,-43900.0
2.06e-10,0,27.5,112000.0,14200.0
2.06e-10,0,25.1,113000.0,14800.0
2.06e-10,0,22.9,114000.0,15200.0
2.06e-10,0,20.9,116000.0,15900.0
2.06e-10,0,19.1,117000.0,16800.0
2.06e-10,0,17.4,118000.0,17700.0
2.06e-10,0,15.8,118000.0,14400.0
2.06e-10,0,14.5,121000.0,17200.0
2.06e-10,0,13.2,122000.0,18600.0
2.06e-10,0,12.0,123000.0,19300.0
2.06e-10,0,11.0,124000.0,19700.0
2.06e-10,0,10.0,125000.0,20500.0
2.06e-10,0,9.12,126000.0,19900.0
2.06e-10,0,8.32,128000.0,20500.0
2.06e-10,0,7.59,129000.0,20700.0
2.06e-10,0,6.92,131000.0,21000.0
2.06e-10,0,6.31,132000.0,21900.0
2.06e-10,0,5.75,134000.0,21500.0
2.06e-10,0,5.25,135000.0,22300.0
2.06e-10,0,4.79,136000.0,22500.0
2.06e-10,0,4.37,138000.0,22500.0
2.06e-10,0,3.98,139000.0,23200.0
2.06e-10,0,3.63,140000.0,23300.0
2.06e-10,0,3.31,141000.0,22700.0
2.06e-10,0,3.02,143000.0,23800.0
2.06e-10,0,2.75,145000.0,23700.0
2.06e-10,0,2.51,146000.0,23900.0
2.06e-10,0,2.29,148000.0,23600.0
2.06e-10,0,2.09,149000.0,24600.0
2.06e-10,0,1.91,150000.0,24700.0
2.06e-10,0,1.74,152000.0,24700.0
2.06e-10,0,1.58,153000.0,24500.0
2.06e-10,0,1.45,155000.0,25000.0
2.06e-10,0,1.32,157000.0,24200.0
2.06e-10,0,1.2,157000.0,24900.0
2.06e-10,0,1.1,159000.0,25000.0
2.06e-10,0,1.0,161000.0,25300.0
2.06e-10,5,1000000.0,6160.0,2000.0
2.06e-10,5,912000.0,6440.0,2030.0
2.06e-10,5,832000.0,6400.0,2100.0
2.06e-10,5,759000.0,6610.0,2220.0
2.06e-10,5,692000.0,6600.0,2390.0
2.06e-10,5,631000.0,6690.0,2490.0
2.06e-10,5,575000.0,6800.0,2670.0
2.06e-10,5,525000.0,6870.0,2760.0
2.06e-10,5,479000.0,6990.0,3090.0
2.06e-10,5,437000.0,7000.0,3240.0
2.06e-10,5,398000.0,7120.0,3440.0
2.06e-10,5,363000.0,7150.0,3640.0
2.06e-10,5,331000.0,7470.0,3750.0
2.06e-10,5,302000.0,7540.0,4070.0
2.06e-10,5,275000.0,7670.0,4250.0
2.06e-10,5,251000.0,7820.0,4550.0
2.06e-10,5,229000.0,7890.0,4920.0
2.06e-10,5,209000.0,8100.0,5230.0
2.06e-10,5,191000.0,8100.0,5610.0
2.06e-10,5,174000.0,8360.0,5960.0
2.06e-10,5,158000.0,8560.0,6330.0
2.06e-10,5,145000.0,8680.0,6870.0
2.06e-10,5,132000.0,8880.0,7270.0
2.06e-10,5,120000.0,9010.0,7820.0
2.06e-10,5,110000.0,9250.0,8360.0
2.06e-10,5,100000.0,9380.0,8980.0
2.06e-10,5,91200.0,9670.0,9740.0
2.06e-10,5,83200.0,9910.0,10500.0
2.06e-10,5,75900.0,10200.0,11300.0
2.06e-10,5,69200.0,10500.0,12200.0
2.06e-10,5,63100.0,10800.0,13200.0
2.06e-10,5,57500.0,11200.0,14300.0
2.06e-10,5,52500.0,11600.0,15500.0
2.06e-10,5,47900.0,12100.0,16700.0
2.06e-10,5,43700.0,12800.0,18100.0
2.06e-10,5,39800.0,13500.0,19600.0
2.06e-10,5,36300.0,14300.0,21200.0
2.06e-10,5,33100.0,15300.0,22800.0
2.06e-10,5,30200.0,16400.0,24500.0
2.06e-10,5,27500.0,17600.0,26600.0
2.06e-10,5,25100.0,19100.0,28500.0
2.06e-10,5,22900.0,20700.0,30400.0
2.06e-10,5,20900.0,22700.0,32200.0
2.06e-10,5,19100.0,24800.0,34700.0
2.06e-10,5,17400.0,29300.0,38400.0
2.06e-10,5,15800.0,32400.0,40400.0
2.06e-10,5,14500.0,35600.0,42000.0
2.06e-10,5,13200.0,39000.0,43700.0
2.06e-10,5,12000.0,43100.0,44700.0
2.06e-10,5,11000.0,47200.0,46100.0
2.06e-10,5,10000.0,51200.0,46600.0
2.06e-10,5,9120.0,55700.0,46700.0
2.06e-10,5,8320.0,60300.0,46900.0
2.06e-10,5,7590.0,64500.0,45700.0
2.06e-10,5,6920.0,68500.0,45400.0
2.06e-10,5,6310.0,71900.0,43400.0
2.06e-10,5,5750.0,76100.0,42300.0
2.06e-10,5,5250.0,79500.0,40700.0
2.06e-10,5,4790.0,83000.0,38700.0
2.06e-10,5,4370.0,85800.0,36400.0
2.06e-10,5,3980.0,88300.0,34200.0
2.06e-10,5,3630.0,90400.0,32000.0
2.06e-10,5,3310.0,92100.0,29400.0
2.06e-10,5,3020.0,94100.0,28400.0
2.06e-10,5,2750.0,96000.0,25100.0
2.06e-10,5,2510.0,96200.0,23500.0
2.06e-10,5,2290.0,98300.0,20800.0
2.06e-10,5,2090.0,98500.0,19300.0
2.06e-10,5,1910.0,99000.0,17300.0
2.06e-10,5,1740.0,99500.0,16000.0
2.06e-10,5,1580.0,100000.0,14500.0
2.06e-10,5,1450.0,101000.0,13000.0
2.06e-10,5,1320.0,101000.0,11800.0
2.06e-10,5,1200.0,101000.0,10700.0
2.06e-10,5,1100.0,100000.0,9480.0
2.06e-10,5,1000.0,102000.0,8610.0
2.06e-10,5,912.0,101000.0,7960.0
2.06e-10,5,832.0,101000.0,6570.0
2.06e-10,5,759.0,101000.0,6020.0
2.06e-10,5,692.0,101000.0,5560.0
2.06e-10,5,631.0,101000.0,5270.0
2.06e-10,5,575.0,101000.0,4630.0
2.06e-10,5,525.0,101000.0,4130.0
2.06e-10,5,479.0,101000.0,3760.0
2.06e-10,5,437.0,101000.0,3520.0
2.06e-10,5,398.0,101000.0,3310.0
2.06e-10,5,363.0,100000.0,3200.0
2.06e-10,5,331.0,101000.0,3080.0
2.06e-10,5,302.0,100000.0,2950.0
2.06e-10,5,275.0,100000.0,2920.0
2.06e-10,5,251.0,100000.0,3220.0
2.06e-10,5,229.0,100000.0,3080.0
2.06e-10,5,209.0,100000.0,2860.0
2.06e-10,5,191.0,99800.0,3170.0
2.06e-10,5,174.0,100000.0,3330.0
2.06e-10,5,158.0,100000.0,3240.0
2.06e-10,5,145.0,100000.0,3720.0
2.06e-10,5,132.0,100000.0,4010.0
2.06e-10,5,120.0,100000.0,4110.0
2.06e-10,5,110.0,100000.0,4480.0
2.06e-10,5,100.0,101000.0,4680.0
2.06e-10,5,91.2,101000.0,5300.0
2.06e-10,5,83.2,101000.0,5550.0
2.06e-10,5,75.9,101000.0,5940.0
2.06e-10,5,69.2,101000.0,6230.0
2.06e-10,5,63.1,102000.0,6860.0
2.06e-10,5,57.5,102000.0,6790.0
2.06e-10,5,52.5,101000.0,9670.0
2.06e-10,5,47.9,104000.0,8630.0
2.06e-10,5,43.7,103000.0,9090.0
2.06e-10,5,39.8,104000.0,9330.0
2.06e-10,5,36.3,104000.0,10500.0
2.06e-10,5,33.1,105000.0,10400.0
2.06e-10,5,30.2,106000.0,10900.0
2.06e-10,5,27.5,107000.0,11300.0
2.06e-10,5,25.1,107000.0,12000.0
2.06e-10,5,22.9,108000.0,12500.0
2.06e-10,5,20.9,108000.0,12600.0
2.06e-10,5,19.1,110000.0,13100.0
2.06e-10,5,17.4,110000.0,13800.0
2.06e-10,5,15.8,111000.0,15500.0
2.06e-10,5,14.5,112000.0,14800.0
2.06e-10,5,13.2,113000.0,15500.0
2.06e-10,5,12.0,114000.0,15900.0
2.06e-10,5,11.0,115000.0,16200.0
2.06e-10,5,10.0,116000.0,17000.0
2.06e-10,5,9.12,117000.0,17300.0
2.06e-10,5,8.32,118000.0,17400.0
2.06e-10,5,7.59,119000.0,17600.0
2.06e-10,5,6.92,121000.0,18200.0
2.06e-10,5,6.31,122000.0,18500.0
